offer_id,step,type,start_day,due_day,due_date,hold_days,hold_until_day,hold_until_date,amount_cents,count,min_each_cents,note
mt-business-750-merchant-500,4,transactions,,,,,,,,,,"Merchant processing volume in the first 2 full months of at least $100,000. Sales volume, not principal."
mt-business-1500,1,balance,,,,,,,10000000,,,"Maintain $100,000 average ledger balance during the third full calendar month after opening; exact dates depend on the opening date."
mt-business-1500-merchant-250,1,balance,,,,,,,10000000,,,"Maintain $100,000 average ledger balance during the third full calendar month after opening; exact dates depend on the opening date."
mt-business-1500-merchant-250,2,transactions,,,2026-09-30,,,,,1,,"Open merchant account with code MSHC326 and process a transaction by September 30, 2026."
mt-business-1500-merchant-250,3,other,,,,,,,,,,"Sign a 1-, 2- or 3-year merchant services contract."
mt-business-1500-merchant-250,4,transactions,,,,,,,,,,"Merchant processing volume in the first 2 full months more than $2,000 but below $100,000. Sales volume, not principal."
mt-business-1500-merchant-500,1,balance,,,,,,,10000000,,,"$100,000 average ledger balance during the third full calendar month after opening; calendar-month timing not converted to day offsets."
mt-business-1500-merchant-500,2,other,,,2026-09-30,,,,,,,"Merchant bonus (code MSHC326): open an M&T merchant account, sign a 1/2/3-year contract and process a transaction by September 30, 2026."
mt-business-1500-merchant-500,3,transactions,,,,,,,,,,"Merchant card processing volume of at least $100,000 total in the first 2 full months; card sales processed, not debit spend or principal."
huntington-unlimited-business-400,1,deposit,,60,,,,,500000,,,"$5,000 total new money within 60 days; no balance hold stated."
huntington-unlimited-plus-business-1000,1,balance,31,30,,,90,,2000000,,,"Deposit $20,000 external new money within 30 days, then maintain a $20,000 daily balance for 60 days after meeting the deposit requirement."
pnc-business-400,1,balance,,,,,,,200000,,,"$2,000 average ledger balance in EACH of the first 3 monthly statement cycles; statement endpoints unverified."
pnc-business-400,2,transactions,,,,,,,,10,,"10 qualifying transactions TOTAL across the first 3 statement cycles: debit purchases, ACH/wire/Zelle debits or credits, bill pay, remote or merchant deposits, checks. Marketing says 10 each cycle; legal says total."
pnc-business-1000,1,balance,,,,,,,3000000,,,"$30,000 average ledger balance in EACH of the first 3 monthly statement cycles; only master account balances count, not linked beneficiary funds."
st-basic-business-400,1,balance,,,,,,,200000,,,"Fund $2,000 within the first 5 BUSINESS days; never overdrawn; daily balance of at least $2,000 on November 2, 2026 (snapshot, not a continuous hold)."
st-basic-business-400-positive-pay,1,balance,,,,,,,200000,,,"Fund $2,000 within the first 5 BUSINESS days; never overdrawn; daily balance of at least $2,000 on November 2, 2026 (snapshot, not a continuous hold)."
st-basic-business-400-positive-pay,2,other,,,2026-11-02,,,,,,,"Establish S&T Positive Pay and/or ACH Positive Pay on the new account, activated by November 2, 2026 (one additional $300 per business)."
st-basic-business-600,1,balance,,,,,,,2500000,,,"Fund $25,000 within the first 5 BUSINESS days; never overdrawn; daily balance of at least $25,000 on November 2, 2026 (snapshot, not a continuous hold)."
st-basic-business-600-positive-pay,1,balance,,,,,,,2500000,,,"Fund $25,000 within the first 5 BUSINESS days; never overdrawn; daily balance of at least $25,000 on November 2, 2026 (snapshot, not a continuous hold)."
st-basic-business-600-positive-pay,2,other,,,2026-11-02,,,,,,,"Establish S&T Positive Pay and/or ACH Positive Pay on the new account, activated by November 2, 2026 (one additional $300 per business)."
broadway-business-300,1,balance,,,,,,,200000,,,"Maintain $2,000 average monthly COLLECTED balance throughout the first 90 days; at least $2,000 external new funds must post within 30 days. Statement calendar unverified."
broadway-business-300,2,transactions,,90,,,,,,10,,"Qualifying withdrawals: debit purchases, ACH, checks, signature POS/online purchases; ATM, teller, wire and cash advance excluded."
broadway-business-500,1,balance,,,,,,,2500000,,,"Maintain $25,000 average monthly COLLECTED balance throughout the first 90 days; at least $2,000 external new funds must post within 30 days. Statement calendar unverified."
broadway-business-500,2,transactions,,90,,,,,,10,,"Qualifying withdrawals: debit purchases, ACH, checks, signature POS/online purchases; ATM, teller, wire and cash advance excluded."
broadway-business-1000,1,balance,,,,,,,7500000,,,"Maintain $75,000 average monthly COLLECTED balance throughout the first 90 days; at least $2,000 external new funds must post within 30 days. Statement calendar unverified."
broadway-business-1000,2,transactions,,90,,,,,,10,,"Qualifying withdrawals: debit purchases, ACH, checks, signature POS/online purchases; ATM, teller, wire and cash advance excluded."
first-merchants-mich-business-300,1,deposit,,7,,,,,500000,,,"$5,000 total new money within 7 calendar days; no promotional balance hold (the $5,000 monthly average balance only waives the $20 fee)."
first-merchants-mich-business-750,1,deposit,,7,,,,,1500000,,,"$15,000 total new money within 7 calendar days; no promotional balance hold (the $5,000 monthly average balance only waives the $20 fee)."
southstate-business-levelup-base,1,deposit,,90,,,,,500000,,,"Cumulative $5,000 ACH credits within 90 calendar days (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded). Alternative: 15 posted/cleared debit purchases within 90 days."
southstate-business-levelup-merchant,1,deposit,,90,,,,,500000,,,"Cumulative $5,000 ACH credits within 90 calendar days (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded). Alternative: 15 posted/cleared debit purchases within 90 days."
southstate-business-levelup-merchant,2,other,,90,,,,,,,,Additional $200: enroll in SouthState Merchant Services.
southstate-business-levelup-merchant,3,transactions,,90,,,,,,,,"Merchant settlements totaling at least $200 cumulative must post within 90 days; card sales settled, not debit spend."
southstate-business-levelup-treasury,1,deposit,,90,,,,,500000,,,"Cumulative $5,000 ACH credits within 90 calendar days (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded). Alternative: 15 posted/cleared debit purchases within 90 days."
southstate-business-levelup-treasury,2,other,,90,,,,,,,,Additional $200: enroll in eligible SouthState Treasury Services by the end of the 90-day period with a Treasury Navigator Request/Agreement.
southstate-business-levelup-treasury-merchant,1,deposit,,90,,,,,500000,,,"Cumulative $5,000 ACH credits within 90 calendar days (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded). Alternative: 15 posted/cleared debit purchases within 90 days."
southstate-business-levelup-treasury-merchant,2,other,,90,,,,,,,,Additional $200: enroll in eligible SouthState Treasury Services by the end of the 90-day period with a Treasury Navigator Request/Agreement.
southstate-business-levelup-treasury-merchant,3,other,,90,,,,,,,,Additional $200: enroll in SouthState Merchant Services.
southstate-business-levelup-treasury-merchant,4,transactions,,90,,,,,,,,"Merchant settlements totaling at least $200 cumulative must post within 90 days; card sales settled, not debit spend."
southstate-business-levelup-balance,1,transactions,,90,,,,,,15,,"15 posted/cleared debit purchases within 90 calendar days. Alternative: cumulative $5,000 ACH credits (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded)."
southstate-business-levelup-balance,2,balance,,90,,,,,5000000,,,"Additional $200: available balance of at least $50,000 at the end of the 90-day qualifying period (snapshot, not a 90-day hold)."
southstate-business-levelup-balance-merchant,1,transactions,,90,,,,,,15,,"15 posted/cleared debit purchases within 90 calendar days. Alternative: cumulative $5,000 ACH credits (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded)."
southstate-business-levelup-balance-merchant,2,balance,,90,,,,,5000000,,,"Additional $200: available balance of at least $50,000 at the end of the 90-day qualifying period (snapshot, not a 90-day hold)."
southstate-business-levelup-balance-merchant,3,other,,90,,,,,,,,Additional $200: enroll in SouthState Merchant Services.
southstate-business-levelup-balance-merchant,4,transactions,,90,,,,,,,,"Merchant settlements totaling at least $200 cumulative must post within 90 days; card sales settled, not debit spend."
southstate-business-levelup-balance-treasury,1,transactions,,90,,,,,,15,,"15 posted/cleared debit purchases within 90 calendar days. Alternative: cumulative $5,000 ACH credits (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded)."
southstate-business-levelup-balance-treasury,2,balance,,90,,,,,5000000,,,"Additional $200: available balance of at least $50,000 at the end of the 90-day qualifying period (snapshot, not a 90-day hold)."
southstate-business-levelup-balance-treasury,3,other,,90,,,,,,,,Additional $200: enroll in eligible SouthState Treasury Services by the end of the 90-day period with a Treasury Navigator Request/Agreement.
southstate-business-levelup-balance-treasury-merchant,1,transactions,,90,,,,,,15,,"15 posted/cleared debit purchases within 90 calendar days. Alternative: cumulative $5,000 ACH credits (internal transfers, mobile/debit card deposits, instant payments, branch/ATM deposits excluded)."
southstate-business-levelup-balance-treasury-merchant,2,balance,,90,,,,,5000000,,,"Additional $200: available balance of at least $50,000 at the end of the 90-day qualifying period (snapshot, not a 90-day hold)."
southstate-business-levelup-balance-treasury-merchant,3,other,,90,,,,,,,,Additional $200: enroll in eligible SouthState Treasury Services by the end of the 90-day period with a Treasury Navigator Request/Agreement.
southstate-business-levelup-balance-treasury-merchant,4,other,,90,,,,,,,,Additional $200: enroll in SouthState Merchant Services.
southstate-business-levelup-balance-treasury-merchant,5,transactions,,90,,,,,,,,"Merchant settlements totaling at least $200 cumulative must post within 90 days; card sales settled, not debit spend."
fulton-business-500,1,deposit,,60,,,,,500000,,,"$5,000 new money, cumulatively or once, within 60 days; internal transfers, micro-deposits, debit/NSF/service fee refunds excluded. No balance hold stated."
fulton-business-500,2,other,,60,,,,,,,,Enroll in online statements within 60 days.
waterstone-business-300-base,1,balance,,,,,,,500000,,,"Average balance of $5,000-$24,499.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-300-base,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-300-merchant,1,balance,,,,,,,500000,,,"Average balance of $5,000-$24,499.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-300-merchant,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-300-merchant,3,other,,180,,,,,,,,Establish WaterStone Bank Merchant Services within 180 days.
waterstone-business-300-positive-pay,1,balance,,,,,,,500000,,,"Average balance of $5,000-$24,499.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-300-positive-pay,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-300-positive-pay,3,other,,90,,,,,,,,"Enroll in Positive Pay (Check, ACH or both) within 90 days."
waterstone-business-300-positive-pay-merchant,1,balance,,,,,,,500000,,,"Average balance of $5,000-$24,499.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-300-positive-pay-merchant,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-300-positive-pay-merchant,3,other,,90,,,,,,,,"Enroll in Positive Pay (Check, ACH or both) within 90 days."
waterstone-business-300-positive-pay-merchant,4,other,,180,,,,,,,,Establish WaterStone Bank Merchant Services within 180 days.
waterstone-business-500-base,1,balance,,,,,,,2500000,,,"Average balance of $25,000-$49,999.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-500-base,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-500-merchant,1,balance,,,,,,,2500000,,,"Average balance of $25,000-$49,999.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-500-merchant,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-500-merchant,3,other,,180,,,,,,,,Establish WaterStone Bank Merchant Services within 180 days.
waterstone-business-500-positive-pay,1,balance,,,,,,,2500000,,,"Average balance of $25,000-$49,999.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-500-positive-pay,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-500-positive-pay,3,other,,90,,,,,,,,"Enroll in Positive Pay (Check, ACH or both) within 90 days."
waterstone-business-500-positive-pay-merchant,1,balance,,,,,,,2500000,,,"Average balance of $25,000-$49,999.99 during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-500-positive-pay-merchant,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-500-positive-pay-merchant,3,other,,90,,,,,,,,"Enroll in Positive Pay (Check, ACH or both) within 90 days."
waterstone-business-500-positive-pay-merchant,4,other,,180,,,,,,,,Establish WaterStone Bank Merchant Services within 180 days.
waterstone-business-700-base,1,balance,,,,,,,5000000,,,"Average balance of $50,000 or more during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-700-base,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-700-merchant,1,balance,,,,,,,5000000,,,"Average balance of $50,000 or more during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-700-merchant,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-700-merchant,3,other,,180,,,,,,,,Establish WaterStone Bank Merchant Services within 180 days.
waterstone-business-700-positive-pay,1,balance,,,,,,,5000000,,,"Average balance of $50,000 or more during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-700-positive-pay,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-700-positive-pay,3,other,,90,,,,,,,,"Enroll in Positive Pay (Check, ACH or both) within 90 days."
waterstone-business-700-positive-pay-merchant,1,balance,,,,,,,5000000,,,"Average balance of $50,000 or more during the third FULL statement cycle; statement endpoints unverified, not a 90-day hold."
waterstone-business-700-positive-pay-merchant,2,transactions,,90,,,,,,10,,10 or more customer-initiated transactions within 90 days of opening.
waterstone-business-700-positive-pay-merchant,3,other,,90,,,,,,,,"Enroll in Positive Pay (Check, ACH or both) within 90 days."
waterstone-business-700-positive-pay-merchant,4,other,,180,,,,,,,,Establish WaterStone Bank Merchant Services within 180 days.
bell-business-baxbus500,1,balance,,,,90,,,500000,,,"$5,000 minimum daily balance maintained for 90 days; funding deadline and hold anchor not stated."
bell-business-baxbus500,2,transactions,,,,,,,,10,,10 point-of-sale debit card transactions.
bar-harbor-personal-200,1,direct_deposit,,,2026-12-31,,,,25000,1,25000,"One qualifying DD from an employer, corporation, government or retirement administrator; individual online/P2P/PayPal/teller/ATM deposits do not count."
bar-harbor-personal-400,1,direct_deposit,,,2026-12-31,,,,50000,1,50000,"One qualifying DD from an employer, corporation, government or retirement administrator; individual online/P2P/PayPal/teller/ATM deposits do not count."
bar-harbor-business-400,1,deposit,,,2026-12-31,,,,250000,,,"$2,500 total cash, check or electronic deposits (not limited to direct deposit); transfers from existing Bar Harbor checking excluded."
hancock-whitney-freestyle-checking-300,1,direct_deposit,,90,,,,,200000,,,"Recurring electronic DD: employer/external agency payroll, pension, Social Security/government or monthly income; own transfers, P2P, tax refunds, wires and branch/ATM/mobile deposits excluded."
hancock-whitney-freestyle-savings-100,1,balance,,30,,60,,,500000,,,"Deposit $5,000 within 30 days and keep a $5,000 minimum daily balance for 60 days; the terms do not say when the 60 days start."
hancock-whitney-freestyle-combined-600,1,balance,,30,,60,,,500000,,,"Savings: deposit $5,000 within 30 days and hold it 60 days. Open both accounts at the same time."
hancock-whitney-freestyle-combined-600,2,direct_deposit,,90,,,,,200000,,,"Checking: Recurring electronic DD: employer/external agency payroll, pension, Social Security/government or monthly income; own transfers, P2P, tax refunds, wires and branch/ATM/mobile deposits excluded."
1st-united-credit-union-business-checking-100,1,balance,,,,,,,500,,,Required business share savings (membership) $5 minimum balance; checking funding requirement not stated.
midfirst-bank-momentum-business-checking-300,1,balance,,,,90,,,750000,,,"Average ledger balance of at least $7,500 during the first 90 days after opening (average, not a daily minimum)."
secu-maryland-interest-earning-business-checking-350,1,balance,,,,,,,500000,,,"Average daily balance of $5,000 over the first two monthly statement cycles; separate $10 share savings required for membership."
secu-maryland-interest-earning-business-checking-350,2,other,,60,,,,,,,,Enroll in e-statements.
secu-maryland-interest-earning-business-checking-350,3,other,,60,,,,,,,,Enroll in mobile banking.
secu-maryland-interest-earning-business-checking-350,4,other,,60,,,,,,,,Enroll in online banking.
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,2,direct_deposit,0,30,,,,,250000,,,"$2,500 payroll or Social Security DD. Month 1 of 3 (same three consecutive calendar months); calendar-month timing approximated as 30-day windows. Checks, transfers, Venmo, Zelle and PayPal excluded."
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,3,transactions,0,30,,,,,100000,,,"$1,000 combined Stanford FCU debit and credit card purchases. Month 1 of 3 (same three consecutive calendar months); calendar-month timing approximated as 30-day windows. Refunds/returns excluded."
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,4,direct_deposit,31,60,,,,,250000,,,"$2,500 payroll or Social Security DD. Month 2 of 3 (same three consecutive calendar months); calendar-month timing approximated as 30-day windows. Checks, transfers, Venmo, Zelle and PayPal excluded."
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,5,transactions,31,60,,,,,100000,,,"$1,000 combined Stanford FCU debit and credit card purchases. Month 2 of 3 (same three consecutive calendar months); calendar-month timing approximated as 30-day windows. Refunds/returns excluded."
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,6,direct_deposit,61,90,,,,,250000,,,"$2,500 payroll or Social Security DD. Month 3 of 3 (same three consecutive calendar months); calendar-month timing approximated as 30-day windows. Checks, transfers, Venmo, Zelle and PayPal excluded."
stanford-federal-credit-union-new-member-spending-dd-and-card-spend-reward-500,7,transactions,61,90,,,,,100000,,,"$1,000 combined Stanford FCU debit and credit card purchases. Month 3 of 3 (same three consecutive calendar months); calendar-month timing approximated as 30-day windows. Refunds/returns excluded."
stanford-federal-credit-union-additional-savings-cash-reward-30,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-additional-savings-cash-reward-30,2,balance,,,,,,,100000,,,"Open an additional savings or certificate with a minimum $1,000 balance. Complete by the end of the third full calendar month after membership enrollment."
stanford-federal-credit-union-welcome-appointment-cash-reward-25,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-welcome-appointment-cash-reward-25,2,other,,,,,,,,,,Attend a new member welcome appointment. Complete by the end of the third full calendar month after membership enrollment.
stanford-federal-credit-union-estatements-cash-reward-15,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-estatements-cash-reward-15,2,other,,,,,,,,,,Enroll in eStatements for electronic statements and notifications. Complete by the end of the third full calendar month after membership enrollment.
stanford-federal-credit-union-digital-alerts-cash-reward-5,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-digital-alerts-cash-reward-5,2,other,,,,,,,,,,Opt in to digital banking account alerts and set up at least one alert. Complete by the end of the third full calendar month after membership enrollment.
stanford-federal-credit-union-first-zelle-cash-reward-5,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-first-zelle-cash-reward-5,2,transactions,,,,,,,,1,,Send money through Zelle for the first time. Complete by the end of the third full calendar month after membership enrollment.
stanford-federal-credit-union-round-up-cash-reward-5,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-round-up-cash-reward-5,2,other,,,,,,,,,,Set up Round Up on Stanford FCU debit card purchases. Complete by the end of the third full calendar month after membership enrollment.
stanford-federal-credit-union-cashback-pay-first-purchase-reward-5,1,other,,,,,,,,,,Activate this CashBack+ new-member offer before any qualifying activity.
stanford-federal-credit-union-cashback-pay-first-purchase-reward-5,2,transactions,,,,,,,,1,,Make a first purchase in the CashBack+ Pay app. Complete by the end of the third full calendar month after membership enrollment.
cambridge-savings-bank-simple-checking-one-time-reward-500,1,other,,30,,,,,,,,Enroll in eStatements through CSB Online or Mobile Banking within 30 days of opening and funding.
cambridge-savings-bank-simple-checking-one-time-reward-500,2,direct_deposit,0,30,,,,,250000,,,"$2,500 cumulative DD in full calendar month 1 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-one-time-reward-500,3,direct_deposit,31,60,,,,,250000,,,"$2,500 cumulative DD in full calendar month 2 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-one-time-reward-500,4,direct_deposit,61,90,,,,,250000,,,"$2,500 cumulative DD in full calendar month 3 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-one-time-reward-500,5,balance,,,,,,,500000,,,"Checking: $5,000 minimum average monthly balance for the first 3 full calendar months after opening/funding; the end date depends on the opening date."
cambridge-savings-bank-simple-checking-debit-reward-300,1,transactions,0,30,,,,,,10,1000,"Month 1 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,2,transactions,31,60,,,,,,10,1000,"Month 2 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,3,transactions,61,90,,,,,,10,1000,"Month 3 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,4,transactions,91,120,,,,,,10,1000,"Month 4 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,5,transactions,121,150,,,,,,10,1000,"Month 5 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,6,transactions,151,180,,,,,,10,1000,"Month 6 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,7,transactions,181,210,,,,,,10,1000,"Month 7 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,8,transactions,211,240,,,,,,10,1000,"Month 8 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,9,transactions,241,270,,,,,,10,1000,"Month 9 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,10,transactions,271,300,,,,,,10,1000,"Month 10 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,11,transactions,301,330,,,,,,10,1000,"Month 11 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-simple-checking-debit-reward-300,12,transactions,331,360,,,,,,10,1000,"Month 12 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-relationship-high-yield-money-market-400,1,balance,,,,,,,2500000,,,"Money market: $25,000 average monthly balance of external new money for the first 3 full calendar months after opening/funding; the end date depends on the opening date."
cambridge-savings-bank-800-combined,1,other,,30,,,,,,,,Enroll in eStatements through CSB Online or Mobile Banking within 30 days of opening and funding.
cambridge-savings-bank-800-combined,2,direct_deposit,0,30,,,,,250000,,,"$2,500 cumulative DD in full calendar month 1 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,3,direct_deposit,31,60,,,,,250000,,,"$2,500 cumulative DD in full calendar month 2 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,4,direct_deposit,61,90,,,,,250000,,,"$2,500 cumulative DD in full calendar month 3 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,5,balance,,,,,,,500000,,,"Checking: $5,000 minimum average monthly balance for the first 3 full calendar months after opening/funding; the end date depends on the opening date."
cambridge-savings-bank-800-combined,6,transactions,0,30,,,,,,10,1000,"Month 1 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,7,transactions,31,60,,,,,,10,1000,"Month 2 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,8,transactions,61,90,,,,,,10,1000,"Month 3 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,9,transactions,91,120,,,,,,10,1000,"Month 4 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,10,transactions,121,150,,,,,,10,1000,"Month 5 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,11,transactions,151,180,,,,,,10,1000,"Month 6 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,12,transactions,181,210,,,,,,10,1000,"Month 7 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,13,transactions,211,240,,,,,,10,1000,"Month 8 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,14,transactions,241,270,,,,,,10,1000,"Month 9 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,15,transactions,271,300,,,,,,10,1000,"Month 10 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,16,transactions,301,330,,,,,,10,1000,"Month 11 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-800-combined,17,transactions,331,360,,,,,,10,1000,"Month 12 of 12: 10 debit Mastercard purchases of $10+ ($25 per qualifying month); ATM, cash advances and P2P excluded. Calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-1200-combined,1,other,,30,,,,,,,,Enroll in eStatements through CSB Online or Mobile Banking within 30 days of opening and funding.
cambridge-savings-bank-1200-combined,2,direct_deposit,0,30,,,,,250000,,,"$2,500 cumulative DD in full calendar month 1 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-1200-combined,3,direct_deposit,31,60,,,,,250000,,,"$2,500 cumulative DD in full calendar month 2 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
cambridge-savings-bank-1200-combined,4,direct_deposit,61,90,,,,,250000,,,"$2,500 cumulative DD in full calendar month 3 of 3 after opening/funding; calendar-month timing approximated as 30-day windows."
